gyq	ぎゃい
gyh	ぎゅう
gyw	ぎぇい
gyp	ぎょう
ja	じゃ
ji	じ
ju	じゅ
je	じぇ
jo	じょ
jz	じゃん
jk	じん
jj	じゅん
jd	じぇん
jl	じょん
jq	じゃい
jh	じゅう
jw	じぇい
jp	じょう
zya	じゃ
zyi	じぃ
zyu	じゅ
zye	じぇ
zyo	じょ
zyz	じゃん
zyk	じぃん
zyj	じゅん
zyd	じぇん
zyl	じょん
zyq	じゃい
zyh	じゅう
zyw	じぇい
zyp	じょう
tya	ちゃ
tyi	ちぃ
tyu	ちゅ
tye	ちぇ
tyo	ちょ
tyz	ちゃん
tyk	ちぃん
tyj	ちゅん
tyd	ちぇん
tyl	ちょん
tyq	ちゃい
tyh	ちゅう
tyw	ちぇい
typ	ちょう
cya	ちゃ
cyi	ちぃ
cyu	ちゅ
cye	ちぇ
cyo	ちょ
cyz	ちゃん
cyk	ちぃん
cyj	ちゅん
cyd	ちぇん
cyl	ちょん
cyq	ちゃい
cyh	ちゅう
cyw	ちぇい
cyp	ちょう
tsa	つぁ
tsi	つぃ
tsu	つ
tse	つぇ
tso	つぉ
tsz	つぁん
tsk	つぃん
tsj	つぅん
tsd	つぇん
tsl	つぉん
tsq	つぁい
tsh	つぅう
tsw	つぇい
tsp	つぉう
ltu	っ
ltj	っん
lth	っう
xtu	っ
xtj	っん
xth	っう
nya	にゃ
nyi	にぃ
nyu	にゅ
nye	にぇ
nyo	にょ
nyz	にゃん
nyk	にぃん
nyj	にゅん
nyd	にぇん
nyl	にょん
nyq	にゃい
nyh	にゅう
nyw	にぇい
nyp	にょう
nga	にゃ
ngi	にぃ
ngu	にゅ
nge	にぇ
ngo	にょ
ngz	にゃん
ngk	にぃん
ngj	にゅん
ngd	にぇん
ngl	にょん
ngq	にゃい
ngh	にゅう
ngw	にぇい
ngp	にょう
fa	ふぁ
fi	ふぃ
fu	ふ
fe	ふぇ
fo	ふぉ
fz	ふぁん
fk	ふぃん
fj	ふん
fd	ふぇん
fl	ふぉん
fq	ふぁい
fh	ふう
fw	ふぇい
fp	ふぉー
hya	ひゃ
hyi	ひぃ
hyu	ひゅ
hye	ひぇ
hyo	ひょ
hyz	ひゃん
hyk	ひぃん
hyj	ひゅん
hyd	ひぇん
hyl	ひょん
hyq	ひゃい
hyh	ひゅう
hyw	ひぇい
hyp	ひょう
hga	ひゃ
hgi	ひぃ
hgu	ひゅ
hge	ひぇ
hgo	ひょ
hgz	ひゃん
hgk	ひぃん
hgj	ひゅん
hgd	ひぇん
hgl	ひょん
hgq	ひゃい
hgh	ひゅう
hgw	ひぇい
hgp	ひょう
fya	ふゃ
fyi	ふぃ
fyu	ふゅ
fye	ふぇ
fyo	ふょ
fyz	ふゃん
fyk	ふぃん
fyj	ふゅん
fyd	ふぇん
fyl	ふょん
fyq	ふゃい
fyh	ふゅう
fyw	ふぇい
fyp	ふょう
bya	びゃ
byi	びぃ
byu	びゅ
bye	びぇ
byo	びょ
byz	びゃん
byk	びぃん
byj	びゅん
byd	びぇん
byl	びょん
byq	びゃい
byh	びゅう
byw	びぇい
byp	びょう
bga	びゃ
bgi	びぃ
bgu	びゅ
bge	びぇ
bgo	びょ
bgz	びゃん
bgk	びぃん
bgj	びゅん
bgd	びぇん
bgl	びょん
bgq	びゃい
bgh	びゅう
bgw	びぇい
bgp	びょう
va	ゔぁ
vi	ゔぃ
vu	ゔ
ve	ゔぇ
vo	ゔぉ
vz	ゔぁん
vk	ゔぃん
vj	ゔん
vd	ゔぇん
vl	ゔぉん
vq	ゔぁい
vh	ゔう
vw	ゔぇい
vp	ゔぉう
vya	ゔゃ
vyi	ゔぃ
vyu	ゔゅ
vye	ゔぇ
vyo	ゔょ
vyz	ゔゃん
vyk	ゔぃん
vyj	ゔゅん
vyd	ゔぇん
vyl	ゔょん
vyq	ゔゃい
vyh	ゔゅう
vyw	ゔぇい
vyp	ゔょう
mya	みゃ
myi	みぃ
myu	みゅ
mye	みぇ
myo	みょ
myz	みゃん
myk	みぃん
myj	みゅん
myd	みぇん
myl	みょん
myq	みゃい
myh	みゅう
myw	みぇい
myp	みょう
mga	みゃ
mgi	みぃ
mgu	みゅ
mge	みぇ
mgo	みょ
mgz	みゃん
mgk	みぃん
mgj	みゅん
mgd	みぇん
mgl	みょん
mgq	みゃい
mgh	みゅう
mgw	みぇい
mgp	みょう
rya	りゃ
ryi	りぃ
ryu	りゅ
rye	りぇ
ryo	りょ
ryz	りゃん
ryk	りぃん
ryj	りゅん
ryd	りぇん
ryl	りょん
ryq	りゃい
ryh	りゅう
ryw	りぇい
ryp	りょう
lwa	ゎ
lwi	ぃ
lwu	ぅ
lwz	ゎん
lwk	ぃん
lwj	ぅん
lwq	ゎい
lwh	ぅう
dn	だん
sn	さん
wn	わん
rn	らん
gn	がん
zn	ざん
tn	たん
fn	ふぁん
tn	たん
bn	ばん
cn	ちゃん
vn	ゔぁん
kf	き
jf	じゅ
hf	ふ
yf	ゆ
mf	む
nf	ぬ
df	で
cf	ちぇ
pf	ぽん
zf	ざ
zg	ざい
df	で
cf	ちぇ
jf	じゅ
lf	ぉ
kt	こと
st	した
tt	たち
ht	ひと
wt	わた
mn	もの
ms	ます
ds	です
km	かも
tm	ため
dm	でも
kr	から
sr	する
tr	たら
mr	まる
yr	よる
rr	られ
zr	ざる
mt	また
tb	たび
nb	ねば
bt	びと
gr	がら
gt	ごと
nt	にち
dt	だち
wr	われ
wsa	わぁ
wsi	うぃ
wsu	う
wse	うぇ
wso	うぉ
wsz	わぁん
wsk	うぃん
wsj	うん
wsd	うぇん
wsl	うぉん
wsq	わぁい
wsh	うう
wsw	うぇい
wsp	うぉう
wga	わぁ
wgi	うぃ
wgu	う
wge	うぇ
wgo	うぉ
wgz	わぁん
wgk	うぃん
wgj	うん
wgd	うぇん
wgl	うぉん
wgq	わぁい
wgh	うう
wgw	うぇい
wgp	うぉう
tga	たぁ
tgi	てぃ
tgu	とぅ
tge	てぇ
tgo	とぉ
tgz	たぁん
tgk	てぃん
tgj	とぅん
tgd	てぇん
tgl	とぉん
tgq	たぁい
tgh	とぅう
tgw	てぇい
tgp	とぉう
dca	だぁ
dci	でぃ
dcu	どぅ
dce	でぇ
dco	どぉ
dcz	だぁん
dck	でぃん
dcj	どぅん
dcd	でぇん
dcl	どぉん
dcq	だぁい
dch	どぅう
dcw	でぇい
dcp	どぉう
dga	だぁ
dgi	でぃ
dgu	どぅ
dge	でぇ
dgo	どぉ
dgz	だぁん
dgk	でぃん
dgj	どぅん
dgd	でぇん
dgl	どぉん
dgq	だぁい
dgh	どぅう
dgw	でぇい
dgp	どぉう
wf	わい
sf	さい
ss	せい
zc	ざ
zv	ざい
zf	ぜ
zx	ぜい
xa	しゃ
xi	し
xu	しゅ
xe	しぇ
xo	しょ
xz	しゃん
xk	しん
xj	しゅん
xd	しぇん
xl	しょん
xq	しゃい
xh	しゅう
xw	しぇい
xp	しょう
sya	しゃ
syi	しぃ
syu	しゅ
sye	しぇ
syo	しょ
syz	しゃん
syk	しぃん
syj	しゅん
syd	しぇん
syl	しょん
syq	しゃい
syh	しゅう
syw	しぇい
syp	しょう
pya	ぴゃ
pyi	ぴぃ
pyu	ぴゅ
pye	ぴぇ
pyo	ぴょ
pyz	ぴゃん
pyk	ぴぃん
pyj	ぴゅん
pyd	ぴぇん
pyl	ぴょん
pyq	ぴゃい
pyh	ぴゅう
pyw	ぴぇい
pyp	ぴょう
pga	ぴゃ
pgi	ぴぃ
pgu	ぴゅ
pge	ぴぇ
pgo	ぴょ
pgz	ぴゃん
pgk	ぴぃん
pgj	ぴゅん
pgd	ぴぇん
pgl	ぴょん
pgq	ぴゃい
pgh	ぴゅう
pgw	ぴぇい
pgp	ぴょう
jya	じゃ
jyi	じぃ
jyu	じゅ
jye	じぇ
jyo	じょ
jyz	じゃん
jyk	じぃん
jyj	じゅん
jyd	じぇん
jyl	じょん
jyq	じゃい
jyh	じゅう
jyw	じぇい
jyp	じょう
jga	じゃ
jgi	じぃ
jgu	じゅ
jge	じぇ
jgo	じょ
jgz	じゃん
jgk	じぃん
jgj	じゅん
jgd	じぇん
jgl	じょん
jgq	じゃい
jgh	じゅう
jgw	じぇい
jgp	じょう
dya	ぢゃ
dyi	ぢぃ
dyu	ぢゅ
dye	ぢぇ
dyo	ぢょ
dyz	ぢゃん
dyk	ぢぃん
dyj	ぢゅん
dyd	ぢぇん
dyl	ぢょん
dyq	ぢゃい
dyh	ぢゅう
dyw	ぢぇい
dyp	ぢょう
lka	ヵ
lke	ヶ
