lyi	ぃ
lyu	ゅ
lye	ぇ
lyo	ょ
lys	ゃっ
ly9	ぃっ
ly8	ゅっ
ly4	ぇっ
ly0	ょっ
lyz	ゃん
lyk	ぃん
lyj	ゅん
lyd	ぇん
lyl	ょん
lyq	ゃい
lyh	ゅう
lyw	ぇい
lyp	ょう
ca	ちゃ
ci	ち
cu	ちゅ
ce	ちぇ
co	ちょ
cs	ちゃっ
c9	ちっ
c8	ちゅっ
c4	ちぇっ
c0	ちょっ
cz	ちゃん
ck	ちん
cj	ちゅん
cd	ちぇん
cl	ちょん
cq	ちゃい
ch	ちゅう
cw	ちぇい
cp	ちょう
kya	きゃ
kyi	きぃ
kyu	きゅ
kye	きぇ
kyo	きょ
kys	きゃっ
ky9	きぃっ
ky8	きゅっ
ky4	きぇっ
ky0	きょっ
kyz	きゃん
kyk	きぃん
kyj	きゅん
kyd	きぇん
kyl	きょん
kyq	きゃい
kyh	きゅう
kyw	きぇい
kyp	きょう
kga	きゃ
kgi	きぃ
kgu	きゅ
kge	きぇ
kgo	きょ
kgz	きゃん
kgk	きぃん
kgj	きゅん
kgd	きぇん
kgl	きょん
kgq	きゃい
kgh	きゅう
kgw	きぇい
kgp	きょう
@a	きゃ
@i	きぃ
@u	きゅ
@e	きぇ
@o	きょ
@s	きゃっ
@9	きぃっ
@8	きゅっ
@4	きぇっ
@0	きょっ
@z	きゃん
@k	きぃん
@j	きゅん
@d	きぇん
@l	きょん
@q	きゃい
@h	きゅう
@w	きぇい
@p	きょう
gya	ぎゃ
gyi	ぎぃ
gyu	ぎゅ
gye	ぎぇ
gyo	ぎょ
gys	ぎゃっ
gy9	ぎぃっ
gy8	ぎゅっ
gy4	ぎぇっ
gy0	ぎょっ
gyz	ぎゃん
gyk	ぎぃん
gyj	ぎゅん
gyd	ぎぇん
gyl	ぎょん
gyq	ぎゃい
gyh	ぎゅう
gyw	ぎぇい
gyp	ぎょう
ja	じゃ
ji	じ
ju	じゅ
je	じぇ
jo	じょ
js	じゃっ
j9	じっ
j8	じゅっ
j4	じぇっ
j0	じょっ
jz	じゃん
jk	じん
jj	じゅん
jd	じぇん
jl	じょん
jq	じゃい
jh	じゅう
jw	じぇい
jp	じょう
zya	じゃ
zyi	じぃ
zyu	じゅ
zye	じぇ
zyo	じょ
zys	じゃっ
zy9	じぃっ
zy8	じゅっ
zy4	じぇっ
zy0	じょっ
zyz	じゃん
zyk	じぃん
zyj	じゅん
zyd	じぇん
zyl	じょん
zyq	じゃい
zyh	じゅう
zyw	じぇい
zyp	じょう
tya	ちゃ
tyi	ちぃ
tyu	ちゅ
tye	ちぇ
tyo	ちょ
tys	ちゃっ
ty9	ちぃっ
ty8	ちゅっ
ty4	ちぇっ
ty0	ちょっ
tyz	ちゃん
tyk	ちぃん
tyj	ちゅん
tyd	ちぇん
tyl	ちょん
tyq	ちゃい
tyh	ちゅう
tyw	ちぇい
typ	ちょう
cya	ちゃ
cyi	ちぃ
cyu	ちゅ
cye	ちぇ
cyo	ちょ
cys	ちゃっ
cy9	ちぃっ
cy8	ちゅっ
cy4	ちぇっ
cy0	ちょっ
cyz	ちゃん
cyk	ちぃん
cyj	ちゅん
cyd	ちぇん
cyl	ちょん
cyq	ちゃい
cyh	ちゅう
cyw	ちぇい
cyp	ちょう
tsa	つぁ
tsi	つぃ
tsu	つ
tse	つぇ
tso	つぉ
tss	つぁっ
ts9	つぃっ
ts8	つっ
ts4	つぇっ
ts0	つぉっ
tsz	つぁん
tsk	つぃん
tsj	つぅん
tsd	つぇん
tsl	つぉん
tsq	つぁい
tsh	つぅう
tsw	つぇい
tsp	つぉう
ltu	っ
ltj	っん
lth	っう
xtu	っ
xtj	っん
xth	っう
nya	にゃ
nyi	にぃ
nyu	にゅ
nye	にぇ
nyo	にょ
nys	にゃっ
ny9	にぃっ
ny8	にゅっ
ny4	にぇっ
ny0	にょっ
nyz	にゃん
nyk	にぃん
nyj	にゅん
nyd	にぇん
nyl	にょん
nyq	にゃい
nyh	にゅう
nyw	にぇい
nyp	にょう
nga	にゃ
ngi	にぃ
ngu	にゅ
nge	にぇ
ngo	にょ
ngs	にゃっ
ng9	にぃっ
ng8	にゅっ
ng4	にぇっ
ng0	にょっ
ngz	にゃん
ngk	にぃん
ngj	にゅん
ngd	にぇん
ngl	にょん
ngq	にゃい
ngh	にゅう
ngw	にぇい
ngp	にょう
fa	ふぁ
fi	ふぃ
fu	ふ
fe	ふぇ
fo	ふぉ
fs	ふぁっ
f9	ふぃっ
f8	ふっ
f4	ふぇっ
f0	ふぉっ
fz	ふぁん
fk	ふぃん
fj	ふん
fd	ふぇん
fl	ふぉん
fq	ふぁい
fh	ふう
fw	ふぇい
fp	ふぉー
hya	ひゃ
hyi	ひぃ
hyu	ひゅ
hye	ひぇ
hyo	ひょ
hys	ひゃっ
hy9	ひぃっ
hy8	ひゅっ
hy4	ひぇっ
hy0	ひょっ
hyz	ひゃん
hyk	ひぃん
hyj	ひゅん
hyd	ひぇん
hyl	ひょん
hyq	ひゃい
hyh	ひゅう
hyw	ひぇい
hyp	ひょう
hga	ひゃ
hgi	ひぃ
hgu	ひゅ
hge	ひぇ
hgo	ひょ
hgs	ひゃっ
hg9	ひぃっ
hg8	ひゅっ
hg4	ひぇっ
hg0	ひょっ
hgz	ひゃん
hgk	ひぃん
hgj	ひゅん
hgd	ひぇん
hgl	ひょん
hgq	ひゃい
hgh	ひゅう
hgw	ひぇい
hgp	ひょう
fya	ふゃ
fyi	ふぃ
fyu	ふゅ
fye	ふぇ
fyo	ふょ
fys	ふゃっ
fy9	ふぃっ
fy8	ふゅっ
fy4	ふぇっ
fy0	ふょっ
fyz	ふゃん
fyk	ふぃん
fyj	ふゅん
fyd	ふぇん
fyl	ふょん
fyq	ふゃい
fyh	ふゅう
fyw	ふぇい
fyp	ふょう
bya	びゃ
byi	びぃ
byu	びゅ
bye	びぇ
byo	びょ
bys	びゃっ
by9	びぃっ
by8	びゅっ
by4	びぇっ
by0	びょっ
byz	びゃん
byk	びぃん
byj	びゅん
byd	びぇん
byl	びょん
byq	びゃい
byh	びゅう
byw	びぇい
byp	びょう
bga	びゃ
bgi	びぃ
bgu	びゅ
bge	びぇ
bgo	びょ
bgs	びゃっ
bg9	びぃっ
bg8	びゅっ
bg4	びぇっ
bg0	びょっ
bgz	びゃん
bgk	びぃん
bgj	びゅん
bgd	びぇん
bgl	びょん
bgq	びゃい
bgh	びゅう
bgw	びぇい
bgp	びょう
va	ゔぁ
vi	ゔぃ
vu	ゔ
ve	ゔぇ
vo	ゔぉ
vs	ゔぁっ
v9	ゔぃっ
v8	ゔっ
v4	ゔぇっ
v0	ゔぉっ
vz	ゔぁん
vk	ゔぃん
vj	ゔん
vd	ゔぇん
vl	ゔぉん
vq	ゔぁい
vh	ゔう
vw	ゔぇい
vp	ゔぉう
vya	ゔゃ
vyi	ゔぃ
vyu	ゔゅ
vye	ゔぇ
vyo	ゔょ
vys	ゔゃっ
vy9	ゔぃっ
vy8	ゔゅっ
vy4	ゔぇっ
vy0	ゔょっ
vyz	ゔゃん
vyk	ゔぃん
vyj	ゔゅん
vyd	ゔぇん
vyl	ゔょん
vyq	ゔゃい
vyh	ゔゅう
vyw	ゔぇい
vyp	ゔょう
mya	みゃ
myi	みぃ
myu	みゅ
mye	みぇ
myo	みょ
mys	みゃっ
my9	みぃっ
my8	みゅっ
my4	みぇっ
my0	みょっ
myz	みゃん
myk	みぃん
myj	みゅん
myd	みぇん
myl	みょん
myq	みゃい
myh	みゅう
myw	みぇい
myp	みょう
mga	みゃ
mgi	みぃ
mgu	みゅ
mge	みぇ
mgo	みょ
mgs	みゃっ
mg9	みぃっ
mg8	みゅっ
mg4	みぇっ
mg0	みょっ
mgz	みゃん
mgk	みぃん
mgj	みゅん
mgd	みぇん
mgl	みょん
mgq	みゃい
mgh	みゅう
mgw	みぇい
mgp	みょう
rya	りゃ
ryi	りぃ
ryu	りゅ
rye	りぇ
ryo	りょ
rys	りゃっ
ry9	りぃっ
ry8	りゅっ
ry4	りぇっ
ry0	りょっ
ryz	りゃん
ryk	りぃん
ryj	りゅん
ryd	りぇん
ryl	りょん
ryq	りゃい
ryh	りゅう
ryw	りぇい
ryp	りょう
lwa	ゎ
lwi	ぃ
lwu	ぅ
lws	ゎっ
lw9	ぃっ
lw8	ぅっ
lwz	ゎん
lwk	ぃん
lwj	ぅん
lwq	ゎい
lwh	ぅう
dn	だん
sn	さん
wn	わん
rn	らん
gn	がん
zn	ざん
tn	たん
fn	ふぁん
tn	たん
bn	ばん
cn	ちゃん
vn	ゔぁん
kf	き
jf	じゅ
hf	ふ
yf	ゆ
mf	む
nf	ぬ
df	で
cf	ちぇ
pf	ぽん
zf	ざ
zg	ざい
df	で
cf	ちぇ
jf	じゅ
lf	ぉ
kt	こと
st	した
tt	たち
ht	ひと
wt	わた
mn	もの
ms	ます
ds	です
km	かも
tm	ため
dm	でも
kr	から
sr	する
tr	たら
mr	まる
yr	よる
rr	られ
zr	ざる
mt	また
tb	たび
nb	ねば
bt	びと
gr	がら
gt	ごと
nt	にち
dt	だち
wr	われ
wsa	わぁ
wsi	うぃ
wsu	う
wse	うぇ
wso	うぉ
wss	わぁっ
ws9	うぃっ
ws8	うっ
ws4	うぇっ
ws0	うぉっ
wsz	わぁん
wsk	うぃん
wsj	うん
wsd	うぇん
wsl	うぉん
wsq	わぁい
wsh	うう
wsw	うぇい
wsp	うぉう
wga	わぁ
wgi	うぃ
wgu	う
wge	うぇ
wgo	うぉ
wgs	わぁっ
wg9	うぃっ
wg8	うっ
wg4	うぇっ
wg0	うぉっ
wgz	わぁん
wgk	うぃん
wgj	うん
wgd	うぇん
wgl	うぉん
wgq	わぁい
wgh	うう
wgw	うぇい
wgp	うぉう
tga	たぁ
tgi	てぃ
tgu	とぅ
tge	てぇ
tgo	とぉ
tgs	たぁっ
tg9	てぃっ
tg8	とぅっ
tg4	てぇっ
tg0	とぉっ
tgz	たぁん
tgk	てぃん
tgj	とぅん
tgd	てぇん
tgl	とぉん
tgq	たぁい
tgh	とぅう
tgw	てぇい
tgp	とぉう
dca	だぁ
dci	でぃ
dcu	どぅ
dce	でぇ
dco	どぉ
dcs	だぁっ
dc9	でぃっ
dc8	どぅっ
dc4	でぇっ
dc0	どぉっ
dcz	だぁん
dck	でぃん
dcj	どぅん
dcd	でぇん
dcl	どぉん
dcq	だぁい
dch	どぅう
dcw	でぇい
dcp	どぉう
dga	だぁ
dgi	でぃ
dgu	どぅ
dge	でぇ
dgo	どぉ
dgs	だぁっ
dg9	でぃっ
dg8	どぅっ
dg4	でぇっ
dg0	どぉっ
dgz	だぁん
dgk	でぃん
dgj	どぅん
dgd	でぇん
dgl	どぉん
dgq	だぁい
dgh	どぅう
dgw	でぇい
dgp	どぉう
wf	わい
sf	さい
ss	せい
zc	ざ
zv	ざい
zf	ぜ
zx	ぜい
xa	しゃ
xi	し
xu	しゅ
xe	しぇ
xo	しょ
xs	しゃっ
x9	しっ
x8	しゅっ
x4	しぇっ
x0	しょっ
xz	しゃん
xk	しん
xj	しゅん
xd	しぇん
xl	しょん
xq	しゃい
xh	しゅう
xw	しぇい
xp	しょう
sya	しゃ
syi	しぃ
syu	しゅ
sye	しぇ
syo	しょ
sys	しゃっ
sy9	しぃっ
sy8	しゅっ
sy4	しぇっ
sy0	しょっ
syz	しゃん
syk	しぃん
syj	しゅん
syd	しぇん
syl	しょん
syq	しゃい
syh	しゅう
syw	しぇい
syp	しょう
pya	ぴゃ
pyi	ぴぃ
pyu	ぴゅ
pye	ぴぇ
pyo	ぴょ
pys	ぴゃっ
py9	ぴぃっ
py8	ぴゅっ
py4	ぴぇっ
py0	ぴょっ
pyz	ぴゃん
pyk	ぴぃん
pyj	ぴゅん
pyd	ぴぇん
pyl	ぴょん
pyq	ぴゃい
pyh	ぴゅう
pyw	ぴぇい
pyp	ぴょう
pga	ぴゃ
pgi	ぴぃ
pgu	ぴゅ
pge	ぴぇ
pgo	ぴょ
pgs	ぴゃっ
pg9	ぴぃっ
pg8	ぴゅっ
pg4	ぴぇっ
pg0	ぴょっ
pgz	ぴゃん
pgk	ぴぃん
pgj	ぴゅん
pgd	ぴぇん
pgl	ぴょん
pgq	ぴゃい
pgh	ぴゅう
pgw	ぴぇい
pgp	ぴょう
jya	じゃ
jyi	じぃ
jyu	じゅ
jye	じぇ
jyo	じょ
jys	じゃっ
jy9	じぃっ
jy8	じゅっ
jy4	じぇっ
jy0	じょっ
jyz	じゃん
jyk	じぃん
jyj	じゅん
jyd	じぇん
jyl	じょん
jyq	じゃい
jyh	じゅう
jyw	じぇい
jyp	じょう
jga	じゃ
jgi	じぃ
jgu	じゅ
jge	じぇ
jgo	じょ
jgs	じゃっ
jg9	じぃっ
jg8	じゅっ
jg4	じぇっ
jg0	じょっ
jgz	じゃん
jgk	じぃん
jgj	じゅん
jgd	じぇん
jgl	じょん
jgq	じゃい
jgh	じゅう
jgw	じぇい
jgp	じょう
dya	ぢゃ
dyi	ぢぃ
dyu	ぢゅ
dye	ぢぇ
dyo	ぢょ
dys	ぢゃっ
dy9	ぢぃっ
dy8	ぢゅっ
dy4	ぢぇっ
dy0	ぢょっ
dyz	ぢゃん
dyk	ぢぃん
dyj	ぢゅん
dyd	ぢぇん
dyl	ぢょん
dyq	ぢゃい
dyh	ぢゅう
dyw	ぢぇい
dyp	ぢょう
lka	ヵ
lke	ヶ
lks	ヵっ
lke	ヶっ
